Fe_pred,S_pred,Cu_pred,MET_pred
61.06,4.15,0.09,0.07
61.05,4.21,0.09,0.07
61.78,4.01,0.1,0.07
61.09,4.18,0.11,0.07
61.02,4.23,0.11,0.07
60.95,4.29,0.11,0.07
60.9,4.35,0.11,0.07
60.86,4.4,0.11,0.07
60.85,4.46,0.11,0.07
60.84,4.51,0.11,0.07
60.81,4.57,0.11,0.07
60.79,4.64,0.11,0.07
60.77,4.71,0.11,0.07
60.75,4.77,0.11,0.07
60.74,4.84,0.11,0.07
60.71,4.9,0.11,0.07
60.62,4.95,0.11,0.07
60.55,5.0,0.11,0.07
60.46,5.04,0.11,0.07
60.38,5.09,0.11,0.07
14.96,3.34,0.06,0.26
14.99,3.32,0.06,0.26
15.03,3.32,0.06,0.26
15.06,3.31,0.06,0.26
15.1,3.3,0.06,0.26
15.13,3.29,0.06,0.26
15.17,3.28,0.06,0.27
15.21,3.26,0.06,0.27
15.24,3.26,0.06,0.27
15.28,3.25,0.06,0.27
15.31,3.24,0.06,0.27
22.15,3.88,0.1,0.23
22.02,3.88,0.1,0.23
21.66,3.94,0.1,0.23
15.17,3.01,0.05,0.27
17.48,3.51,0.07,0.26
18.48,3.46,0.07,0.25
17.66,3.03,0.08,0.27
17.64,3.02,0.08,0.27
17.61,3.02,0.08,0.27
17.58,3.01,0.08,0.27
17.56,3.01,0.08,0.27
17.53,3.0,0.08,0.27
65.03,3.22,0.1,0.06
64.98,3.23,0.1,0.06
64.95,3.24,0.11,0.06
63.62,3.53,0.12,0.07
63.56,3.54,0.12,0.07
63.49,3.56,0.12,0.07
64.31,3.58,0.12,0.07
63.42,3.68,0.12,0.07
62.12,3.67,0.12,0.08
62.06,3.68,0.12,0.08
58.08,3.65,0.12,0.09
50.52,3.38,0.1,0.11
59.63,3.56,0.11,0.08
61.48,3.61,0.09,0.06
61.43,3.66,0.09,0.06
61.39,3.73,0.09,0.06
61.35,3.79,0.09,0.06
61.31,3.86,0.09,0.07
61.27,3.92,0.09,0.07
61.24,3.99,0.09,0.07
61.2,4.05,0.09,0.07
61.17,4.11,0.09,0.07
61.16,4.16,0.1,0.07
61.15,4.22,0.1,0.07
61.15,4.15,0.11,0.07
61.07,4.2,0.11,0.07
61.01,4.26,0.11,0.07
60.95,4.31,0.11,0.07
60.92,4.37,0.11,0.07
60.88,4.42,0.11,0.07
60.86,4.48,0.11,0.07
60.82,4.54,0.11,0.07
60.8,4.61,0.11,0.07
60.78,4.68,0.11,0.07
60.77,4.74,0.11,0.07
60.74,4.8,0.11,0.07
60.73,4.86,0.11,0.07
60.72,4.92,0.11,0.07
60.66,4.97,0.11,0.07
60.58,5.02,0.11,0.07
60.49,5.07,0.12,0.07
60.44,5.08,0.12,0.07
14.88,3.33,0.06,0.26
14.91,3.32,0.06,0.26
14.95,3.31,0.06,0.26
14.99,3.3,0.06,0.26
15.03,3.29,0.06,0.26
15.05,3.28,0.06,0.26
15.09,3.27,0.06,0.27
15.13,3.26,0.06,0.27
15.17,3.25,0.06,0.27
15.2,3.24,0.06,0.27
22.21,3.86,0.1,0.23
22.14,3.87,0.1,0.23
22.0,3.86,0.1,0.23
21.58,3.91,0.1,0.23
19.71,3.18,0.09,0.26
22.35,3.9,0.09,0.23
18.46,3.44,0.07,0.25
17.63,3.02,0.08,0.27
17.61,3.01,0.08,0.27
17.58,3.01,0.08,0.27
17.56,3.0,0.08,0.27
17.53,3.0,0.08,0.27
17.5,2.99,0.08,0.27
65.1,3.19,0.1,0.06
60.86,3.37,0.11,0.09
60.83,3.38,0.11,0.09
60.78,3.39,0.11,0.09
60.74,3.4,0.11,0.09
63.58,3.54,0.12,0.07
63.51,3.56,0.12,0.07
64.34,3.59,0.12,0.07
63.46,3.68,0.12,0.07
63.26,3.68,0.12,0.07
62.1,3.68,0.12,0.08
58.41,3.53,0.11,0.09
61.58,3.57,0.09,0.06
61.54,3.63,0.09,0.06
61.5,3.69,0.09,0.06
61.45,3.76,0.09,0.06
61.41,3.82,0.09,0.06
61.37,3.88,0.09,0.07
61.34,3.95,0.09,0.07
61.31,4.01,0.09,0.07
61.29,4.06,0.09,0.07
61.27,4.11,0.1,0.07
61.27,4.17,0.1,0.07
62.07,4.06,0.1,0.07
61.14,4.17,0.11,0.07
61.07,4.23,0.11,0.07
61.01,4.28,0.11,0.07
60.97,4.33,0.11,0.07
60.93,4.38,0.11,0.07
60.9,4.44,0.11,0.07
60.86,4.5,0.11,0.07
60.82,4.58,0.11,0.07
60.78,4.65,0.11,0.07
60.77,4.71,0.11,0.07
60.75,4.77,0.11,0.07
60.72,4.82,0.11,0.07
60.71,4.87,0.11,0.07
60.69,4.93,0.11,0.07
60.68,4.99,0.11,0.07
60.61,5.03,0.12,0.07
60.56,5.04,0.12,0.07
14.77,3.34,0.06,0.26
14.8,3.33,0.06,0.26
14.84,3.31,0.06,0.26
14.88,3.31,0.06,0.26
14.91,3.3,0.06,0.26
14.95,3.29,0.06,0.26
14.98,3.28,0.06,0.27
15.02,3.27,0.06,0.27
15.05,3.26,0.06,0.27
15.09,3.25,0.06,0.27
21.51,4.08,0.1,0.23
21.41,4.07,0.1,0.23
21.27,4.05,0.1,0.23
21.58,3.89,0.1,0.23
21.51,3.88,0.1,0.23
22.46,3.9,0.1,0.23
18.45,3.44,0.08,0.25
17.63,3.01,0.08,0.27
17.61,3.01,0.08,0.27
17.58,3.0,0.08,0.27
17.56,3.0,0.08,0.27
17.53,2.99,0.08,0.27
17.5,2.99,0.08,0.27
17.48,2.98,0.08,0.27
60.99,3.33,0.11,0.09
60.96,3.34,0.11,0.09
60.92,3.35,0.11,0.09
60.88,3.36,0.11,0.09
60.84,3.37,0.11,0.09
60.79,3.38,0.11,0.09
63.6,3.54,0.12,0.07
63.55,3.55,0.12,0.07
63.5,3.56,0.12,0.07
64.32,3.6,0.12,0.07
63.32,3.68,0.12,0.07
61.92,3.54,0.09,0.06
61.65,3.59,0.09,0.06
61.6,3.66,0.09,0.06
61.56,3.72,0.09,0.06
61.53,3.79,0.09,0.06
61.48,3.85,0.09,0.07
61.44,3.91,0.09,0.07
61.43,3.96,0.09,0.07
61.4,4.01,0.09,0.07
61.39,4.06,0.1,0.07
61.38,4.12,0.1,0.07
61.38,4.18,0.1,0.07
62.2,4.14,0.1,0.07
61.13,4.2,0.11,0.07
61.07,4.25,0.11,0.07
61.02,4.29,0.11,0.07
60.99,4.34,0.11,0.07
60.95,4.4,0.11,0.07
60.92,4.45,0.11,0.07
60.88,4.53,0.11,0.07
60.84,4.6,0.11,0.07
60.8,4.67,0.11,0.07
60.76,4.73,0.11,0.07
60.73,4.78,0.11,0.07
60.7,4.84,0.11,0.07
60.68,4.89,0.11,0.07
60.67,4.95,0.12,0.07
60.68,4.98,0.12,0.07
60.67,5.0,0.12,0.07
60.64,4.99,0.12,0.07
14.69,3.33,0.06,0.26
14.73,3.32,0.06,0.26
14.76,3.31,0.06,0.26
14.8,3.3,0.06,0.26
14.83,3.29,0.06,0.26
14.87,3.28,0.06,0.27
14.9,3.27,0.06,0.27
14.93,3.26,0.06,0.27
14.97,3.25,0.06,0.27
21.49,4.06,0.1,0.23
21.43,4.05,0.1,0.23
21.36,4.05,0.1,0.23
21.25,4.03,0.1,0.23
21.5,3.86,0.1,0.23
22.56,3.9,0.1,0.23
22.44,3.88,0.1,0.23
21.64,3.46,0.1,0.24
17.61,3.0,0.08,0.27
17.58,3.0,0.08,0.27
17.56,2.99,0.08,0.27
17.53,2.99,0.08,0.27
17.5,2.98,0.08,0.27
17.47,2.97,0.08,0.27
17.45,2.97,0.08,0.27
61.08,3.3,0.11,0.09
61.04,3.31,0.11,0.09
61.01,3.33,0.11,0.09
60.98,3.34,0.11,0.09
60.94,3.35,0.11,0.09
60.88,3.36,0.11,0.09
60.84,3.37,0.11,0.09
63.65,3.53,0.12,0.07
63.61,3.55,0.12,0.07
63.57,3.56,0.12,0.07
65.08,3.36,0.1,0.06
61.98,3.55,0.09,0.06
61.71,3.62,0.09,0.06
61.67,3.68,0.09,0.06
61.63,3.75,0.09,0.06
61.59,3.81,0.09,0.06
61.57,3.86,0.09,0.06
61.54,3.91,0.09,0.07
61.52,3.96,0.09,0.07
61.51,4.01,0.1,0.07
61.48,4.07,0.1,0.07
61.49,4.12,0.1,0.07
61.49,4.18,0.1,0.07
61.96,4.11,0.1,0.07
61.12,4.22,0.11,0.07
61.08,4.26,0.11,0.07
61.03,4.3,0.11,0.07
61.0,4.35,0.11,0.07
60.97,4.41,0.11,0.07
60.94,4.48,0.11,0.07
60.89,4.55,0.11,0.07
60.85,4.62,0.11,0.07
60.81,4.68,0.11,0.07
60.77,4.74,0.11,0.07
60.71,4.8,0.11,0.07
60.69,4.86,0.11,0.07
60.68,4.89,0.12,0.07
60.69,4.92,0.12,0.07
60.72,4.95,0.12,0.07
60.75,4.95,0.12,0.07
14.54,3.33,0.06,0.26
14.59,3.33,0.06,0.26
14.62,3.32,0.06,0.26
14.65,3.31,0.06,0.26
14.69,3.3,0.06,0.26
14.72,3.29,0.06,0.27
14.75,3.28,0.06,0.27
14.79,3.26,0.06,0.27
14.82,3.25,0.06,0.27
21.48,4.03,0.1,0.23
21.41,4.03,0.1,0.23
21.35,4.02,0.1,0.23
21.28,4.02,0.1,0.23
21.45,3.83,0.11,0.23
24.52,4.16,0.1,0.21
22.52,3.88,0.1,0.23
22.41,3.87,0.1,0.23
21.61,3.44,0.1,0.24
17.58,2.99,0.08,0.27
17.54,2.99,0.08,0.27
17.51,2.98,0.08,0.27
17.49,2.97,0.08,0.27
17.46,2.97,0.08,0.27
17.43,2.96,0.08,0.27
17.41,2.96,0.08,0.27
61.17,3.28,0.11,0.09
61.13,3.29,0.11,0.09
61.09,3.3,0.11,0.09
61.06,3.31,0.11,0.09
61.02,3.32,0.11,0.09
60.98,3.33,0.11,0.09
60.94,3.34,0.11,0.09
60.89,3.35,0.11,0.09
60.85,3.37,0.11,0.09
64.49,3.21,0.1,0.06
65.13,3.37,0.1,0.06
62.05,3.57,0.09,0.06
61.79,3.64,0.09,0.06
61.75,3.71,0.09,0.06
61.72,3.77,0.09,0.06
61.69,3.81,0.09,0.06
61.67,3.87,0.09,0.06
61.65,3.92,0.09,0.07
61.63,3.97,0.1,0.07
61.61,4.02,0.1,0.07
61.59,4.07,0.1,0.07
61.57,4.13,0.1,0.07
61.54,4.19,0.1,0.07
61.83,4.16,0.11,0.07
61.14,4.23,0.11,0.07
61.1,4.27,0.11,0.07
61.05,4.31,0.11,0.07
61.02,4.37,0.11,0.07
60.99,4.43,0.11,0.07
60.94,4.5,0.11,0.07
60.91,4.57,0.11,0.07
60.87,4.63,0.11,0.07
60.81,4.69,0.11,0.07
60.77,4.75,0.11,0.07
60.74,4.8,0.11,0.07
60.74,4.84,0.11,0.07
60.73,4.88,0.12,0.07
60.74,4.9,0.12,0.07
60.77,4.9,0.12,0.07
60.81,4.91,0.11,0.07
14.41,3.32,0.06,0.26
14.45,3.31,0.06,0.26
14.5,3.3,0.06,0.26
14.54,3.3,0.06,0.27
14.57,3.29,0.06,0.27
14.61,3.28,0.06,0.27
14.64,3.27,0.06,0.27
14.67,3.26,0.06,0.27
21.47,4.0,0.1,0.23
21.4,4.01,0.1,0.23
21.34,4.0,0.1,0.23
21.27,3.99,0.1,0.23
22.16,4.22,0.09,0.22
24.5,4.13,0.1,0.21
24.46,4.15,0.1,0.21
22.44,3.85,0.1,0.23
21.68,3.44,0.1,0.24
21.54,3.42,0.1,0.24
17.51,2.98,0.08,0.27
17.48,2.98,0.08,0.27
17.46,2.97,0.08,0.27
17.43,2.96,0.08,0.27
17.4,2.96,0.08,0.27
17.37,2.95,0.08,0.27
17.34,2.95,0.08,0.27
61.25,3.25,0.11,0.09
61.22,3.26,0.11,0.09
61.19,3.27,0.11,0.09
61.15,3.28,0.11,0.09
61.12,3.29,0.11,0.09
61.08,3.3,0.11,0.09
61.03,3.31,0.11,0.09
61.0,3.32,0.11,0.09
60.95,3.34,0.11,0.09
64.56,3.21,0.1,0.07
65.19,3.38,0.1,0.06
62.11,3.58,0.09,0.06
61.87,3.66,0.09,0.06
61.85,3.71,0.09,0.06
61.83,3.77,0.09,0.06
61.8,3.81,0.09,0.06
61.79,3.86,0.09,0.06
61.74,3.92,0.1,0.07
61.7,3.97,0.1,0.07
61.66,4.02,0.1,0.07
61.63,4.07,0.1,0.07
61.61,4.13,0.1,0.07
61.57,4.18,0.1,0.07
61.65,4.13,0.11,0.07
61.16,4.24,0.11,0.07
61.11,4.28,0.11,0.07
61.07,4.33,0.11,0.07
61.04,4.39,0.11,0.07
61.0,4.45,0.11,0.07
60.96,4.52,0.11,0.07
60.92,4.58,0.11,0.07
60.87,4.64,0.11,0.07
60.84,4.69,0.11,0.07
60.83,4.73,0.11,0.07
60.81,4.77,0.11,0.07
60.81,4.81,0.11,0.07
60.8,4.84,0.12,0.07
60.81,4.86,0.11,0.07
60.84,4.87,0.11,0.07
60.87,4.87,0.11,0.07
14.26,3.3,0.06,0.26
14.31,3.3,0.06,0.27
14.36,3.29,0.06,0.27
14.4,3.29,0.06,0.27
14.45,3.28,0.06,0.27
14.49,3.27,0.06,0.27
14.52,3.26,0.06,0.27
15.96,3.56,0.07,0.26
21.39,3.98,0.1,0.23
21.33,3.98,0.1,0.23
21.26,3.97,0.1,0.23
22.15,4.19,0.09,0.22
24.48,4.1,0.1,0.21
24.45,4.12,0.1,0.21
22.42,3.83,0.1,0.23
22.36,3.82,0.1,0.23
21.6,3.42,0.1,0.24
21.48,3.4,0.1,0.24
17.45,2.97,0.08,0.27
17.42,2.96,0.08,0.27
17.39,2.96,0.08,0.27
17.36,2.95,0.08,0.27
17.34,2.95,0.08,0.27
17.31,2.94,0.08,0.27
17.28,2.93,0.08,0.27
61.35,3.22,0.11,0.09
61.31,3.23,0.11,0.09
61.28,3.24,0.11,0.09
61.23,3.25,0.11,0.09
61.21,3.26,0.11,0.09
61.18,3.27,0.11,0.09
61.13,3.28,0.11,0.09
61.09,3.3,0.11,0.09
61.04,3.31,0.11,0.09
64.63,3.22,0.1,0.07
65.26,3.39,0.1,0.06
62.2,3.58,0.09,0.06
61.99,3.66,0.09,0.06
61.96,3.72,0.09,0.06
61.91,3.76,0.09,0.06
61.86,3.81,0.09,0.06
61.82,3.86,0.1,0.06
61.77,3.91,0.1,0.07
61.73,3.96,0.1,0.07
61.7,4.02,0.1,0.07
61.67,4.07,0.1,0.07
61.63,4.13,0.1,0.07
61.6,4.18,0.1,0.07
61.82,4.08,0.11,0.07
61.18,4.26,0.11,0.07
61.13,4.29,0.11,0.07
61.08,4.34,0.11,0.07
61.06,4.4,0.11,0.07
61.01,4.47,0.11,0.07
60.97,4.53,0.11,0.07
60.92,4.59,0.11,0.07
60.91,4.63,0.11,0.07
60.9,4.66,0.11,0.07
60.89,4.7,0.11,0.07
60.89,4.74,0.11,0.07
60.87,4.78,0.11,0.07
60.88,4.79,0.11,0.07
60.89,4.81,0.11,0.07
60.91,4.82,0.11,0.07
60.93,4.84,0.11,0.07
14.13,3.29,0.06,0.27
14.17,3.28,0.06,0.27
14.22,3.28,0.06,0.27
14.27,3.27,0.06,0.27
14.31,3.26,0.06,0.27
14.36,3.26,0.06,0.27
15.88,3.54,0.07,0.26
21.38,3.95,0.1,0.23
21.31,3.95,0.1,0.23
21.25,3.95,0.1,0.23
22.14,4.16,0.09,0.22
24.2,4.27,0.1,0.21
24.43,4.09,0.1,0.21
24.39,4.1,0.1,0.21
22.33,3.8,0.1,0.23
21.66,3.42,0.11,0.24
21.52,3.4,0.11,0.24
21.4,3.38,0.1,0.24
17.38,2.96,0.09,0.27
17.36,2.95,0.08,0.27
17.33,2.94,0.08,0.27
17.3,2.94,0.08,0.27
17.27,2.93,0.08,0.27
17.24,2.93,0.08,0.27
11.07,1.55,0.04,0.32
61.43,3.19,0.11,0.09
61.4,3.21,0.11,0.09
61.36,3.21,0.11,0.09
61.33,3.22,0.11,0.09
61.28,3.23,0.11,0.09
61.25,3.25,0.11,0.09
65.63,3.09,0.11,0.06
65.59,3.11,0.11,0.06
62.34,3.16,0.1,0.08
62.59,3.18,0.11,0.08
61.77,3.23,0.1,0.08
62.23,3.58,0.09,0.06
62.04,3.66,0.09,0.06
61.99,3.71,0.09,0.06
61.93,3.76,0.09,0.06
61.89,3.81,0.1,0.06
61.84,3.86,0.1,0.06
61.8,3.91,0.1,0.07
61.77,3.96,0.1,0.07
61.74,4.01,0.1,0.07
61.7,4.06,0.1,0.07
61.66,4.12,0.1,0.07
61.62,4.16,0.1,0.07
60.15,4.27,0.11,0.08
61.2,4.27,0.11,0.07
61.14,4.31,0.11,0.07
61.11,4.36,0.11,0.07
61.07,4.42,0.11,0.07
61.02,4.48,0.11,0.07
60.99,4.53,0.11,0.07
60.98,4.56,0.11,0.07
60.98,4.6,0.11,0.07
60.97,4.64,0.11,0.07
60.96,4.68,0.11,0.07
60.95,4.71,0.11,0.07
60.96,4.73,0.11,0.07
60.98,4.75,0.11,0.07
60.99,4.76,0.11,0.07
61.0,4.77,0.11,0.07
13.94,3.28,0.06,0.27
13.98,3.27,0.06,0.27
14.03,3.27,0.06,0.27
14.08,3.26,0.06,0.27
14.13,3.26,0.06,0.27
15.79,3.52,0.07,0.26
15.8,3.52,0.07,0.26
21.26,3.92,0.1,0.23
21.25,3.93,0.1,0.23
22.19,4.13,0.09,0.22
22.13,4.14,0.09,0.22
24.18,4.24,0.1,0.21
24.14,4.25,0.1,0.21
24.38,4.08,0.1,0.21
22.29,3.78,0.1,0.23
22.24,3.77,0.1,0.23
21.59,3.4,0.11,0.24
21.46,3.38,0.11,0.24
17.33,2.94,0.09,0.27
17.31,2.94,0.09,0.27
17.29,2.94,0.09,0.27
17.27,2.93,0.09,0.27
17.24,2.92,0.09,0.27
17.21,2.92,0.08,0.27
17.18,2.91,0.08,0.27
11.01,1.54,0.04,0.32
61.51,3.17,0.11,0.09
61.48,3.18,0.11,0.09
61.45,3.19,0.11,0.09
65.65,3.07,0.11,0.06
65.61,3.09,0.11,0.06
65.9,3.07,0.11,0.06
62.42,3.15,0.11,0.08
61.97,3.16,0.1,0.08
59.29,3.27,0.1,0.09
57.17,3.37,0.1,0.1
56.96,3.39,0.1,0.1
56.96,3.39,0.1,0.1
56.65,3.4,0.1,0.1
62.95,3.56,0.1,0.06
61.96,3.75,0.09,0.06
61.91,3.8,0.1,0.06
61.87,3.85,0.1,0.06
61.84,3.9,0.1,0.06
61.8,3.95,0.1,0.07
61.76,4.0,0.1,0.07
61.72,4.06,0.1,0.07
61.68,4.1,0.1,0.07
62.54,4.09,0.1,0.06
61.25,4.24,0.11,0.07
61.21,4.28,0.11,0.07
61.16,4.32,0.11,0.07
61.12,4.38,0.11,0.07
61.08,4.43,0.11,0.07
61.07,4.46,0.11,0.07
61.06,4.5,0.11,0.07
61.05,4.54,0.11,0.07
61.04,4.57,0.11,0.07
61.04,4.61,0.11,0.07
61.02,4.65,0.11,0.07
61.03,4.67,0.11,0.07
61.04,4.68,0.11,0.07
61.04,4.69,0.11,0.07
61.06,4.7,0.11,0.07
61.07,4.72,0.11,0.07
13.8,3.26,0.06,0.27
13.85,3.26,0.06,0.27
13.89,3.25,0.06,0.27
13.94,3.25,0.06,0.27
15.7,3.51,0.07,0.26
15.73,3.5,0.07,0.26
21.09,3.89,0.1,0.23
21.08,3.89,0.1,0.23
22.18,4.11,0.09,0.22
22.12,4.12,0.09,0.22
22.06,4.12,0.09,0.22
24.13,4.23,0.1,0.21
24.38,4.05,0.1,0.21
24.32,4.07,0.1,0.21
22.21,3.75,0.1,0.23
21.64,3.4,0.11,0.24
21.51,3.38,0.11,0.24
21.38,3.36,0.11,0.24
17.24,2.92,0.09,0.27
17.22,2.92,0.09,0.27
17.21,2.92,0.09,0.27
17.19,2.91,0.09,0.27
17.18,2.91,0.09,0.27
17.14,2.9,0.09,0.27
10.94,1.54,0.04,0.32
10.96,1.53,0.04,0.32
65.88,2.94,0.11,0.06
65.83,2.95,0.11,0.06
65.96,2.93,0.1,0.06
65.65,3.15,0.11,0.07
61.25,3.14,0.11,0.09
60.09,3.19,0.1,0.09
58.04,3.32,0.1,0.1
57.26,3.35,0.1,0.1
57.23,3.36,0.1,0.1
57.19,3.36,0.1,0.1
57.16,3.37,0.1,0.1
56.97,3.39,0.1,0.1
56.96,3.39,0.1,0.1
56.93,3.4,0.1,0.1
56.59,3.41,0.1,0.1
57.44,3.48,0.09,0.09
61.91,3.85,0.1,0.06
61.86,3.89,0.1,0.06
61.82,3.94,0.1,0.06
61.79,4.0,0.1,0.07
60.28,3.69,0.1,0.08
60.26,3.71,0.1,0.08
60.12,3.71,0.11,0.09
60.1,3.96,0.11,0.08
60.06,3.98,0.11,0.08
61.15,4.32,0.11,0.07
61.14,4.36,0.11,0.07
61.13,4.39,0.11,0.07
61.12,4.43,0.11,0.07
61.11,4.46,0.11,0.07
61.1,4.5,0.11,0.07
61.09,4.54,0.11,0.07
61.08,4.58,0.11,0.07
61.08,4.59,0.11,0.07
61.08,4.61,0.11,0.07
61.1,4.62,0.11,0.07
61.11,4.64,0.11,0.07
61.12,4.66,0.11,0.07
61.13,4.68,0.11,0.07
13.67,3.25,0.06,0.27
13.71,3.24,0.06,0.27
15.48,3.51,0.07,0.26
15.55,3.5,0.07,0.26
15.63,3.5,0.07,0.26
20.92,3.85,0.1,0.23
22.23,4.08,0.09,0.22
22.18,4.09,0.09,0.22
22.12,4.09,0.09,0.22
22.06,4.09,0.09,0.22
24.18,4.24,0.1,0.21
24.11,4.23,0.1,0.21
24.3,4.04,0.11,0.21
24.24,4.05,0.11,0.21
22.12,3.72,0.1,0.23
21.54,3.37,0.11,0.24
21.44,3.36,0.11,0.24
21.31,3.34,0.11,0.24
17.15,2.9,0.09,0.27
17.14,2.9,0.09,0.27
17.12,2.89,0.09,0.27
17.1,2.89,0.09,0.27
17.07,2.89,0.09,0.27
17.06,2.88,0.09,0.27
10.89,1.53,0.04,0.32
10.25,1.22,0.04,0.34
66.08,2.94,0.11,0.06
64.88,3.04,0.11,0.06
58.02,3.25,0.1,0.1
58.0,3.28,0.11,0.1
57.94,3.29,0.11,0.1
57.89,3.3,0.11,0.1
58.08,3.31,0.1,0.1
58.05,3.32,0.1,0.1
58.02,3.33,0.1,0.1
57.19,3.35,0.1,0.1
57.15,3.36,0.1,0.1
57.11,3.37,0.1,0.1
57.07,3.37,0.1,0.1
56.94,3.39,0.1,0.1
56.91,3.4,0.1,0.1
56.58,3.41,0.1,0.1
56.55,3.42,0.1,0.1
55.69,3.36,0.11,0.11
59.57,3.57,0.11,0.09
59.53,3.59,0.11,0.09
59.48,3.61,0.11,0.09
58.69,3.53,0.11,0.09
59.33,3.6,0.11,0.09
59.42,3.61,0.11,0.08
60.41,3.74,0.11,0.08
60.37,3.77,0.11,0.08
60.33,3.79,0.11,0.08
59.96,4.06,0.11,0.08
61.17,4.39,0.11,0.07
61.16,4.43,0.11,0.07
61.15,4.47,0.11,0.07
61.14,4.5,0.11,0.07
61.14,4.53,0.11,0.07
61.15,4.54,0.11,0.07
61.16,4.56,0.11,0.07
61.16,4.58,0.11,0.07
61.17,4.6,0.11,0.07
61.18,4.62,0.11,0.07
13.48,3.24,0.06,0.27
13.52,3.23,0.06,0.27
15.3,3.5,0.07,0.26
15.38,3.49,0.07,0.26
15.45,3.49,0.07,0.26
15.52,3.49,0.07,0.26
22.23,4.06,0.09,0.22
22.17,4.06,0.09,0.22
22.11,4.06,0.09,0.22
22.05,4.07,0.1,0.22
24.26,4.25,0.1,0.2
24.19,4.25,0.1,0.21
24.47,4.01,0.1,0.21
23.78,3.63,0.11,0.22
24.63,3.93,0.1,0.21
21.58,3.37,0.1,0.24
21.46,3.35,0.1,0.25
21.32,3.33,0.1,0.25
21.24,3.32,0.11,0.24
17.04,2.88,0.09,0.27
17.03,2.87,0.09,0.27
17.02,2.87,0.09,0.27
17.0,2.86,0.09,0.27
12.55,2.09,0.05,0.3
12.59,2.08,0.05,0.3
8.63,1.18,0.01,0.37
9.68,1.52,0.02,0.35
58.24,3.25,0.11,0.1
58.2,3.26,0.11,0.1
57.97,3.27,0.11,0.11
57.93,3.28,0.11,0.11
57.91,3.29,0.11,0.11
57.89,3.28,0.11,0.1
57.84,3.3,0.11,0.1
57.8,3.31,0.11,0.1
58.01,3.32,0.1,0.1
57.98,3.32,0.1,0.1
57.13,3.35,0.1,0.1
57.08,3.36,0.1,0.1
57.04,3.36,0.1,0.1
57.01,3.37,0.1,0.1
56.91,3.39,0.1,0.1
56.87,3.4,0.1,0.1
56.83,3.4,0.1,0.1
56.57,3.41,0.1,0.1
54.4,3.31,0.11,0.12
51.83,3.15,0.11,0.13
56.36,3.44,0.11,0.1
56.36,3.46,0.11,0.1
56.0,3.47,0.11,0.1
57.27,3.5,0.11,0.09
57.27,3.52,0.11,0.09
57.26,3.54,0.11,0.09
59.27,3.69,0.11,0.08
60.3,3.83,0.11,0.08
60.26,3.85,0.11,0.08
60.21,3.88,0.11,0.08
59.95,4.11,0.11,0.08
61.19,4.46,0.11,0.07
61.2,4.48,0.11,0.07
61.21,4.5,0.11,0.07
61.21,4.52,0.11,0.07
61.21,4.54,0.11,0.07
61.22,4.57,0.11,0.07
13.29,3.23,0.06,0.27
15.05,3.48,0.06,0.26
15.13,3.48,0.07,0.26
15.2,3.48,0.07,0.26
15.28,3.48,0.07,0.26
15.34,3.48,0.07,0.26
22.29,4.07,0.09,0.22
22.21,4.06,0.09,0.22
22.12,4.05,0.1,0.22
21.89,3.71,0.1,0.23
21.86,3.7,0.1,0.23
23.34,3.62,0.1,0.22
25.08,3.66,0.1,0.21
25.04,3.68,0.1,0.21
24.61,3.9,0.1,0.21
24.56,3.92,0.11,0.21
24.5,3.94,0.11,0.21
24.45,3.94,0.11,0.21
21.25,3.31,0.1,0.25
18.61,3.2,0.09,0.26
17.62,3.07,0.08,0.27
17.61,3.07,0.08,0.27
12.41,2.09,0.05,0.3
12.43,2.08,0.05,0.3
9.97,1.41,0.03,0.34
11.48,2.0,0.04,0.32
9.93,1.87,0.03,0.34
9.95,1.86,0.03,0.34
62.41,3.19,0.11,0.08
58.17,3.25,0.11,0.1
58.14,3.26,0.11,0.1
58.1,3.27,0.11,0.11
57.9,3.28,0.11,0.1
57.87,3.29,0.11,0.1
57.84,3.31,0.11,0.1
57.8,3.3,0.11,0.1
57.75,3.31,0.11,0.1
57.98,3.31,0.1,0.1
57.92,3.32,0.1,0.1
57.88,3.33,0.1,0.1
57.02,3.35,0.1,0.1
56.98,3.36,0.1,0.1
56.96,3.38,0.1,0.1
56.93,3.38,0.1,0.1
56.79,3.39,0.1,0.1
56.74,3.4,0.1,0.1
56.7,3.4,0.1,0.1
54.35,3.32,0.11,0.12
52.58,3.18,0.11,0.13
51.0,3.08,0.11,0.13
57.16,3.46,0.11,0.1
56.27,3.44,0.11,0.1
54.87,3.4,0.11,0.1
54.89,3.43,0.11,0.1
57.2,3.56,0.11,0.09
57.19,3.58,0.11,0.09
57.16,3.6,0.11,0.09
59.13,3.77,0.11,0.08
59.11,3.79,0.11,0.08
60.13,3.92,0.11,0.08
60.1,3.95,0.11,0.08
60.08,3.97,0.11,0.08
59.94,4.18,0.11,0.08
61.27,4.51,0.11,0.07
20.22,3.8,0.1,0.23
20.24,3.8,0.1,0.23
14.93,3.46,0.06,0.26
15.01,3.46,0.07,0.26
15.1,3.46,0.07,0.26
15.17,3.46,0.07,0.26
22.39,4.09,0.09,0.21
21.68,3.71,0.1,0.23
21.69,3.71,0.1,0.23
21.7,3.7,0.1,0.23
22.35,3.48,0.11,0.23
23.3,3.6,0.1,0.22
25.06,3.62,0.1,0.21
25.01,3.65,0.1,0.21
