DDH;ESTE_X;NORTE_Y;COTA_Z;Fe;S;Cu;MET;Al;Sc;Ca;Y;Sr;Mg;Ba;K;Litologia;Lito_code
ODH-66;189345.9433;8438758.527;3531.223925;35.712;3.562;0.079427;0.1636435;3.465;3.445;4.436;11.935;161.265;2.307;288.35;2.157;MG;5
ODH-66;189346.7798;8438757.598;3529.058861;54.625;3.185;0.087535;0.086435;1.355;0.95;2.335;5.75;14.75;1.455;41.5;0.77;MG;5
ODH-66;189347.7834;8438756.484;3526.460785;53.73;4.665;0.11882;0.10532;1.44;1.15;1.27;4.55;6.25;2.54;68;1.44;MG;5
ODH-66;189348.7871;8438755.369;3523.862709;51.49;4.31;0.12214;0.119065;1.635;1.5;1.48;4.8;11.35;2.615;89.5;1.48;MG;5
ODH-66;189349.7908;8438754.254;3521.264632;56.215;4.155;0.135325;0.096545;1.27;0.425;1.25;3.85;6.9;2.235;67.5;1.045;MG;5
ODH-66;189350.7945;8438753.14;3518.666556;55.695;4.64;0.112635;0.10616;1.415;0.775;1.265;6.1;10.6;1.9;68.5;1.115;MG;5
ODH-66;189351.7982;8438752.025;3516.06848;59.48;4.19;0.139285;0.089435;1.1;0.25;1.16;6.8;9.2;1.17;31;0.495;MG;5
ODH-66;189352.8019;8438750.91;3513.470404;56.71;3.095;0.094465;0.09247;1.41;0.95;1.54;5.8;13.75;1.605;62;0.725;MG;5
ODH-66;189353.7053;8438749.907;3511.132135;61.025;3.03;0.0525;0.10154;1.02;0.25;1.315;4.45;10.35;0.865;16;0.235;MG;5
ODH-66;189354.5668;8438748.95;3508.90212;5.715;0.18;0.007395;0.35775;8.115;11.3;4.47;14.4;203.75;2.285;688.5;5.165;SK;6
ODH-67;189512.362;8438754.032;3590.517;52.325;0.195;0.00804;0.174665;2.295;1.125;1.235;9.7;77.05;1.89;98;0.645;MG;5
ODH-67;189512.362;8438754.032;3577.117;56.325;0.155;0.005045;0.125395;1.57;0.25;1.27;17.7;33.9;2.31;69;0.665;MG;5
ODH-67;189512.362;8438754.032;3574.117;61.895;0.115;0.00362;0.10228;1.175;0.25;0.94;12.95;18.65;1.6;48;0.41;MG;5
ODH-67;189512.362;8438754.032;3571.117;60.96;3.075;0.08709;0.126095;1.04;0.25;0.56;11.1;14;1.765;51.5;0.265;MG;5
ODH-67;189512.362;8438754.032;3568.117;61.25;4.615;0.10015;0.12442;1.095;0.25;0.515;11.95;28.15;1.21;77.5;0.4;MG;5
ODH-67;189512.362;8438754.032;3565.117;62.338;4.455;0.1398825;0.1036525;0.947;0.25;0.458;10.15;13.825;1.432;37;0.245;MG;5
ODH-67;189512.362;8438754.032;3562.117;57.925;3.95;0.085965;0.10803;1.33;0.25;0.985;5.45;13;1.865;50;0.66;MG;5
ODH-67;189512.362;8438754.032;3559.117;58.505;4.665;0.135295;0.23324;1.295;0.25;0.755;3.7;14.55;2;64;0.75;MG;5
ODH-67;189512.362;8438754.032;3556.867;58.32;4.56;0.15142;0.10511;1.1;0.25;0.63;4.6;19.6;1.88;55;0.67;MG;5
ODH-67;189512.362;8438754.032;3555.267;60.25;4.31;0.12288;0.09535;1.01;0.25;0.71;3.9;13.1;1.57;36;0.46;MG;5
ODH-67;189512.362;8438754.032;3553.517;61.76;4.94;0.15674;0.0944;1.11;0.25;0.49;3.8;16.3;1.28;36;0.39;MG;5
ODH-67;189512.362;8438754.032;3551.317;14.68;1.82;0.05873;0.30889;5.5;6.9;3.6;15.1;258.6;5.34;283;2.56;FLL;2
ODH-67;189512.362;8438754.032;3549.017;7.15;0.7;0.02962;0.39164;5.82;8.1;4.49;21;313.8;4.17;833;3.95;SK;6
ODH-67;189512.362;8438754.032;3546.967;8.05;1.21;0.03756;0.32466;6.2;8.5;4.02;17.8;315.4;5.03;350;2.65;SK;6
ODH-67;189512.362;8438754.032;3541.492;1.89;0.07;0.00462;0.25953;8.5;6;2.76;16.5;325.4;2.48;523;2.76;INT;3
ODH-67;189512.362;8438754.032;3535.592;27.329;1.082;0.03331;0.1800253;5.169;3.441;4.649;18.975;189.346;3.863;192.017;0.962;SK;6
ODH-67;189512.362;8438754.032;3533.367;24.62;0.98;0.26105;0.19338;5.55;2.8;3.92;18.9;186.9;4.15;243;1.11;SK;6
ODH-67;189512.362;8438754.032;3530.017;11.34;0.42;0.19916;0.27495;6.25;6;5.57;23.9;244.1;4.57;403;2.22;SK;6
ODH-67;189512.362;8438754.032;3524.742;21.16;1.75;0.05595;0.23175;4.96;6.6;4.91;18.8;140;4.32;166;1.39;SK;6
ODH-67;189512.362;8438754.032;3520.592;50.601;4.462;0.4268686;0.1632619;2.288;0.25;0.577;6.32;26.693;2.196;80.305;0.554;MG;5
ODH-67;189512.362;8438754.032;3517.617;51.38;4.485;0.118045;0.123735;1.995;0.25;2.06;5.95;32.25;1.7;61.5;0.53;MG;5
ODH-67;189512.362;8438754.032;3514.617;55.435;6.345;0.132875;0.12001;1.485;0.25;1.49;6.7;18.75;1.39;56.5;0.465;MG;5
ODH-67;189512.362;8438754.032;3511.617;55.695;3.43;0.10451;0.24994;1.505;0.25;2.35;9.4;22.2;1.385;56.5;0.615;MG;5
ODH-67;189512.362;8438754.032;3508.617;43.665;3.79;0.05296;0.173615;2.765;1.525;3.035;11.3;53.45;2.195;169;1.28;MG;5
ODH-67;189512.362;8438754.032;3505.617;58.55;4.335;0.097935;0.10403;1.115;0.25;1.985;8.85;17.7;0.76;39.5;0.265;MG;5
ODH-67;189512.362;8438754.032;3502.617;56.06;3.54;0.04658;0.092135;1.315;0.25;1.895;6.5;20.8;1.185;38.5;0.335;MG;5
ODH-67;189512.362;8438754.032;3499.617;54.505;3.565;0.063635;0.125655;1.87;0.525;1.77;5.5;21.9;1.96;45;0.59;MG;5
ODH-67;189512.362;8438754.032;3496.617;50.345;3.735;0.06844;0.134155;2.5;0.875;1.61;5.4;25.6;2.08;83;0.905;MG;5
ODH-67;189512.362;8438754.032;3493.617;46.52;4.065;0.07923;0.16549;3.105;2.825;2.42;7.7;41.1;1.915;194.5;1.43;MG;5
ODH-67;189512.362;8438754.032;3490.617;44.72;3.135;0.0617475;0.1396775;2.538;1.625;2.808;10.35;68.725;2.248;54.25;0.728;MG;5
ODH-67;189512.362;8438754.032;3487.617;41.455;3.05;0.080965;0.142545;2.825;1.8;3.415;10.1;71.75;2.645;100.5;1.125;MG;5
ODH-67;189512.362;8438754.032;3484.617;45.83;3.645;0.45471;0.13758;2.35;1.275;3.025;7;55.25;2.285;110;1.045;MG;5
ODH-67;189512.362;8438754.032;3482.367;47.13;3.56;0.16512;0.11311;2;0.6;2.32;4.2;33.6;2.67;79;1.02;MG;5
ODH-67;189512.362;8438754.032;3480.767;43.66;4.08;0.15412;0.15386;2.55;2.3;3.05;7.2;71.8;2.68;72;1.2;MG;5
ODH-67;189512.362;8438754.032;3479.042;49.64;3.44;0.29787;0.13636;1.96;0.6;2.54;5.4;57;2.02;64;0.68;MG;5
ODH-67;189512.362;8438754.032;3477.242;15.33;3.65;0.07167;0.24123;5.01;5.8;7.18;19.1;181;4.61;80;1.45;SK;6
ODH-67;189512.362;8438754.032;3474.817;35.9;4.45;0.088745;0.185405;3.445;3;3.07;14.75;120.75;3.35;85.5;0.63;MG;5
ODH-67;189512.362;8438754.032;3471.817;53.535;4;0.20694;0.109275;1.72;0.475;1.315;4.65;29.3;1.915;56.5;0.645;MG;5
ODH-67;189512.362;8438754.032;3468.817;46.415;2.46;0.130115;0.1386;2.565;1.475;1.455;6.15;51.6;3.05;92.5;0.925;MG;5
ODH-67;189512.362;8438754.032;3465.817;46.23;3.745;0.145645;0.144205;2.475;2.925;1.605;6.15;64.85;2.7;145.5;1.07;MG;5
ODH-67;189512.362;8438754.032;3462.817;48.857;3.165;0.1349875;0.1208025;2.32;2.025;1.948;5.525;44.325;2.925;107.5;1.31;MG;5
ODH-67;189512.362;8438754.032;3459.817;54.29;4.405;0.14026;0.098665;1.45;0.25;1.845;6.1;28.7;1.545;75;0.625;MG;5
ODH-67;189512.362;8438754.032;3456.817;58.6;4.27;0.14185;0.097735;1.225;0.25;1.62;4;20.45;1.355;43;0.33;MG;5
ODH-67;189512.362;8438754.032;3453.817;54.885;3.77;0.11232;0.08533;1.33;0.25;2.435;4.6;21.45;1.62;46.5;0.565;MG;5
ODH-67;189512.362;8438754.032;3450.817;53.105;3.81;0.11224;0.080585;1.285;0.25;3.12;4.35;21.5;1.68;35;0.585;MG;5
ODH-67;189512.362;8438754.032;3448.017;50.115;4.26;0.14694;0.086745;1.43;0.25;3.2;5.4;28.1;1.785;64;0.705;MG;5
ODH-67;189512.362;8438754.032;3444.717;9.64;3.32;0.07947;0.32818;5.91;9.6;6.81;9.5;297.3;4.79;271;4.49;SK;6
ODH-67;189512.362;8438754.032;3441.217;44.48;3.155;0.09382;0.109285;2.02;0.975;5.26;5.2;40.15;1.885;61;0.825;MG;5
ODH-67;189512.362;8438754.032;3438.217;43.035;3.415;0.112645;0.140745;2.555;2;3.555;4.9;43.35;2.54;72.5;1.195;MG;5
ODH-67;189512.362;8438754.032;3435.592;38.443;3.298;0.0952469;0.12966;2.508;2.084;5.026;5;87.86;2.08;111.511;1.584;MG;5
ODH-67;189512.362;8438754.032;3433.692;51.98;3.45;0.12016;0.05869;1.01;0.25;3.77;4.4;29.7;1.31;57;0.28;MG;5
ODH-67;189512.362;8438754.032;3431.417;49.607;4.885;0.1216325;0.0945225;1.558;0.25;3.478;4.575;24.65;2.05;68.75;0.64;MG;5
ODH-67;189512.362;8438754.032;3428.417;43.63;4.51;0.099445;0.09285;1.98;1.375;5.085;6.7;96.15;1.32;165;1.145;MG;5
ODH-67;189512.362;8438754.032;3425.417;52.705;4.255;0.129545;0.07988;1.165;0.25;3;4.8;27.75;1.375;119.5;0.255;MG;5
ODH-67;189512.362;8438754.032;3422.417;54.32;4.67;0.14343;0.071225;0.985;0.25;3.18;5.1;30.95;1.225;187.5;0.17;MG;5
ODH-67;189512.362;8438754.032;3419.417;55.35;3.815;0.104535;0.058855;0.895;0.25;2.685;4.65;22.55;1.185;159.5;0.09;MG;5
ODH-67;189512.362;8438754.032;3417.167;57.55;4.48;0.16424;0.05493;0.65;0.25;2.53;5;26.8;0.73;296;0.06;MG;5
ODH-67;189512.362;8438754.032;3415.617;55.43;2.83;0.09063;0.05455;0.74;0.25;2.96;5.4;31.5;0.9;404;0.09;MG;5
ODH-67;189512.362;8438754.032;3414.017;54.29;3.62;0.128;0.05378;0.71;0.25;4.24;4;30.4;0.69;155;0.1;MG;5
ODH-67;189512.362;8438754.032;3412.367;47.43;14.2;0.09491;0.08497;0.73;0.25;4.77;2.2;32.7;0.62;46;0.08;MG;5
ODH-67;189512.362;8438754.032;3410.717;40.84;13.4;0.09184;0.05553;0.8;0.25;7.55;4.4;61.2;0.7;352;0.23;MG;5
ODH-67;189512.362;8438754.032;3408.417;43.61;13.395;0.099265;0.385075;0.945;0.25;7.065;4.45;65.2;0.94;189.5;0.185;MG;5
ODH-67;189512.362;8438754.032;3405.417;40.365;13.465;0.074235;0.060095;0.7;0.25;8.125;4.3;81.55;0.69;256;0.18;MG;5
ODH-67;189512.362;8438754.032;3403.167;35.575;16.45;0.073355;0.06321;0.785;0.25;10.86;4.1;74.9;0.385;212.5;0.19;MG;5
ODH-67;189512.362;8438754.032;3401.492;29.33;32.4;0.06283;0.09362;0.69;0.25;10.03;2.2;64.2;0.15;151;0.16;MG;5
ODH-70;189277.5816;8438807.702;3663.431872;50.603;2.842;0.0706982;0.1486118;2.086;0.823;1.564;3.782;26.909;2.035;79.182;0.948;MG;5
ODH-70;189266.8749;8438798.061;3649.024571;28.384;1.156;0.035498;0.2396467;4.002;4.911;5.035;8.341;107.88;2.958;178.63;1.98;MG;5
ODH-70;189265.732;8438797.032;3647.486614;10.73;2.74;0.0979;0.37358;6.39;8.9;4.99;15.6;258;5.13;421;3.76;SK;6
ODH-70;189264.4051;8438795.838;3645.70117;51.79;1.01;0.06228;0.129965;1.97;1.1;2.18;5.45;13.9;2.45;52;0.895;MG;5
ODH-70;189262.8287;8438794.418;3643.579849;54.825;3.235;0.097295;0.09051;1.53;0.25;1.425;3.9;9.85;2.45;84.5;1.145;MG;5
ODH-70;189261.2522;8438792.999;3641.458529;55.375;3.33;0.098255;0.083795;1.52;0.25;1.21;2.7;8.05;2.475;72.5;1.11;MG;5
ODH-70;189259.702;8438791.603;3639.372564;50.9;3.477;0.0863486;0.0952166;1.47;0.419;3.053;4.562;19.255;2.177;41.069;0.52;MG;5
ODH-70;189258.1781;8438790.231;3637.321954;42.679;3.896;0.0853845;0.1640666;2.951;2.603;2.676;7.597;41.166;3.183;96.379;1.754;SK;6
ODH-70;189256.9433;8438789.119;3635.660253;28.32;1.8;0.04101;0.15856;3.48;2.5;3;6.8;27.6;6.69;224;2.87;SK;6
ODH-70;189255.6821;8438787.983;3633.963197;60.382;5.012;0.1057;0.06562;1.075;0.25;1.098;3.15;7.775;1.092;35.25;0.482;MG;5
ODH-70;189254.4998;8438786.919;3632.372207;61.99;4.24;0.12075;0.06651;1.19;0.25;0.74;3.4;8;1.17;32;0.49;MG;5
ODH-70;189253.7115;8438786.209;3631.311547;59.26;3.67;0.11574;0.07489;1.33;0.25;0.8;3.1;8.3;1.61;49;0.71;MG;5
ODH-70;189252.5292;8438785.144;3629.720556;60.795;4.275;0.10426;0.06343;0.97;0.25;0.98;3.05;6.9;1.19;43;0.47;MG;5
ODH-70;189250.9528;8438783.725;3627.599236;52.6;4.455;0.0927;0.07177;1.155;0.25;0.91;3;7.35;1.09;44;0.45;MG;5
ODH-70;189249.3763;8438782.306;3625.477916;60.08;4.26;0.0618;0.04775;0.77;0.25;0.835;3.55;6.5;0.85;26;0.24;MG;5
ODH-70;189247.7999;8438780.886;3623.356595;62.6;4.405;0.127365;0.057585;0.86;0.25;0.515;2.65;5.85;1.15;39.5;0.42;MG;5
ODH-70;189246.2234;8438779.467;3621.235275;64.96;4.83;0.13258;0.05689;0.555;0.25;0.57;2.5;5.95;0.705;21;0.16;MG;5
ODH-70;189244.647;8438778.047;3619.113955;60.115;1.485;0.02498;0.078455;0.795;0.25;1.78;3.2;7.9;1.09;19.5;0.2;MG;5
ODH-70;189243.0705;8438776.628;3616.992634;57.44;1.56;0.059005;0.104945;0.655;0.25;2.71;5;9.05;0.735;18.5;0.1;MG;5
ODH-70;189241.4941;8438775.208;3614.871314;56.128;1.87;0.0258925;0.08997;0.715;0.25;3.485;5;33.6;0.562;686.75;0.102;MG;5
ODH-70;189239.9176;8438773.789;3612.749994;60.4;3.255;0.09151;0.07938;0.71;0.25;1.965;4.15;9.15;0.445;77;0.08;MG;5
ODH-70;189238.3412;8438772.37;3610.628673;58.91;2.325;0.06268;0.086695;1.145;0.25;1.835;4.45;10;0.955;24.5;0.19;MG;5
ODH-70;189236.7647;8438770.95;3608.507353;61.9;3.175;0.05191;0.07568;0.8;0.25;1.275;2.9;7.55;0.695;21.5;0.14;MG;5
ODH-70;189235.1883;8438769.531;3606.386033;62.485;3.935;0.09638;0.05099;0.615;0.25;1.235;3.6;8.2;0.49;21.5;0.085;MG;5
ODH-70;189233.6118;8438768.111;3604.264712;63.805;4.66;0.12672;0.0581;0.65;0.25;1.12;3.4;7.55;0.525;21;0.1;MG;5
ODH-70;189232.0354;8438766.692;3602.143392;64.315;4.1;0.139345;0.04733;0.555;0.25;1.135;2.35;7.9;0.435;21;0.06;MG;5
ODH-70;189230.4589;8438765.272;3600.022072;62.085;3.94;0.121845;0.06804;0.665;0.25;1.36;2.95;10.1;0.535;35.5;0.13;MG;5
ODH-70;189228.8825;8438763.853;3597.900751;60.97;3.96;0.11327;0.067635;0.815;0.25;1.565;2.9;9.55;0.7;22.5;0.155;MG;5
ODH-70;189227.306;8438762.433;3595.779431;59.73;4.255;0.07544;0.071385;0.755;0.25;1.65;3.5;9.4;0.615;33;0.105;MG;5
ODH-70;189225.7296;8438761.014;3593.65811;58.878;2.685;0.075525;0.069335;0.935;0.25;2.508;3.975;21.525;0.712;548.75;0.145;MG;5
ODH-70;189224.1531;8438759.595;3591.53679;55.235;2.425;0.08987;0.09904;0.89;0.25;3.575;5.65;18.55;0.73;190.5;0.085;MG;5
ODH-70;189222.5767;8438758.175;3589.41547;54.555;1.665;0.04465;0.099485;0.855;0.25;3.615;6;19.2;0.795;26.5;0.08;MG;5
ODH-70;189221.0002;8438756.756;3587.294149;60.255;4.45;0.113885;0.066535;0.765;0.25;2.165;5.7;11.4;0.64;20;0.065;MG;5
ODH-70;189219.4369;8438755.348;3585.190507;60.873;3.355;0.114788;0.068452;0.845;0.25;2.288;7.112;11.773;0.721;26.627;0.09;MG;5
ODH-70;189218.2546;8438754.283;3583.599517;43.61;0.57;0.03924;0.17928;3.09;1.1;1.87;5.4;19.3;3.76;119;1.48;MG;5
ODH-70;189217.0591;8438753.207;3581.990849;48.035;0.32;0.03506;0.13434;2.17;0.375;1.705;4.45;14.5;2.915;59.5;0.81;MG;5
ODH-70;189215.4827;8438751.788;3579.869528;53.595;0.115;0.01335;0.11884;1.73;0.25;1.875;4.7;13.45;2.13;40.5;0.59;MG;5
ODH-70;189213.9062;8438750.368;3577.748208;57.65;0.87;0.014695;0.115185;1.26;0.25;2.07;6.35;29.95;1.55;1087.5;0.36;MG;5
ODH-70;189212.3298;8438748.949;3575.626888;56.895;4.44;0.084765;0.14518;1.235;0.25;1.945;5.35;9.9;1.645;45;0.56;MG;5
ODH-70;189210.7533;8438747.529;3573.505567;57.797;4.15;0.1323375;0.13253;1.24;0.25;1.925;7.275;10.9;1.645;63.5;0.528;MG;5
ODH-70;189209.1769;8438746.11;3571.384247;56.535;4.16;0.084075;0.11329;1.08;0.25;2.75;9.2;14.5;1.445;60.5;0.355;MG;5
ODH-70;189207.942;8438744.998;3569.722546;56.68;3.63;0.05054;0.09211;0.89;0.25;3.28;9.3;17.8;1.22;38;0.27;MG;5
ODH-70;189207.0093;8438744.158;3568.467431;54.47;3.69;0.06442;0.08153;0.84;0.25;4.65;9.3;22.2;1.1;38;0.22;MG;5
ODH-70;189206.1159;8438743.354;3567.26535;61.23;4.98;0.14852;0.07257;0.75;0.25;1.84;6.6;11.6;0.9;26;0.15;MG;5
ODH-70;189204.9205;8438742.277;3565.656682;57.435;3.775;0.04828;0.06363;0.795;0.25;2.905;8.75;17.5;0.92;24;0.195;MG;5
ODH-70;189203.344;8438740.858;3563.535362;52.845;4.075;0.037065;0.08185;1.425;0.25;3.105;8.55;25.15;1.58;51.5;0.63;MG;5
ODH-70;189201.7676;8438739.438;3561.414041;56.11;4.09;0.07603;0.08768;1.34;0.25;2.015;9.95;15.85;1.64;228;0.355;MG;5
ODH-70;189200.1911;8438738.019;3559.292721;57.225;4.91;0.09753;0.07891;1.215;0.25;1.605;6.35;9.95;1.68;172.5;0.645;MG;5
ODH-70;189198.6147;8438736.6;3557.171401;62.455;4.255;0.14939;0.07601;0.83;0.25;0.88;7.4;9.15;0.935;50.5;0.275;MG;5
ODH-70;189197.0382;8438735.18;3555.05008;60.78;4.85;0.10971;0.06783;1.075;0.25;1.305;8.8;40.6;1.35;620;0.455;MG;5
ODH-70;189195.4618;8438733.761;3552.92876;62.92;3.998;0.2098125;0.064605;0.885;0.25;0.738;6.875;17.6;1.2;285.25;0.445;MG;5
ODH-70;189193.8853;8438732.341;3550.80744;59.87;3.3;0.152435;0.071125;0.95;0.25;1.455;10.25;12.35;1.265;43;0.525;MG;5
ODH-70;189192.3089;8438730.922;3548.686119;57.04;2.425;0.031615;0.082815;1.01;0.25;2.465;9.6;13.75;1.28;53;0.515;MG;5
ODH-70;189190.7324;8438729.502;3546.564799;55.66;2.085;0.05693;0.08405;1.28;0.25;1.685;8;16.25;2.105;459.5;0.895;MG;5
ODH-70;189189.156;8438728.083;3544.443479;61.355;3.58;0.08816;0.06496;0.975;0.25;0.925;6.55;7.85;1.595;62;0.65;MG;5
ODH-70;189187.5795;8438726.664;3542.322158;59.645;4.26;0.127395;0.074665;0.92;0.25;1.18;5.85;8.2;1.305;54;0.51;MG;5
ODH-70;189186.0031;8438725.244;3540.200838;59.47;3.15;0.12267;0.06818;1.195;0.25;0.96;4.95;9.85;1.905;215.5;0.865;MG;5
ODH-70;189184.4266;8438723.825;3538.079517;58.685;2.29;0.096205;0.063335;1.44;0.25;0.62;4.15;6.4;2.31;109;1.045;MG;5
ODH-70;189182.8502;8438722.405;3535.958197;61.2;3.69;0.076635;0.058435;0.965;0.25;0.745;5.25;6.45;1.635;59;0.675;MG;5
ODH-70;189181.2737;8438720.986;3533.836877;61.958;4.792;0.1401;0.07477;0.898;0.25;0.895;6.375;6.85;1.342;40;0.525;MG;5
ODH-70;189179.6973;8438719.566;3531.715556;60.82;4.73;0.18379;0.069165;0.98;0.25;1.12;5.6;7.35;1.43;51;0.56;MG;5
ODH-70;189178.1208;8438718.147;3529.594236;58.085;3.065;0.10381;0.0691075;1.112;0.25;1.688;5.325;12.15;1.417;73.25;0.57;MG;5
ODH-70;189176.5444;8438716.727;3527.472916;61.63;3.445;0.075655;0.085295;1.31;0.25;0.89;3.95;10.75;1.715;70.5;0.665;MG;5
ODH-70;189174.968;8438715.308;3525.351595;59.09;3.33;0.12805;0.077935;1.28;0.25;1.355;3.55;11.1;1.765;50.5;0.635;MG;5
ODH-70;189173.7856;8438714.243;3523.760605;56.99;3.22;0.0894;0.07955;1.18;0.25;2.75;5.4;17.8;0.85;42;0.22;MG;5
ODH-70;189172.9448;8438713.486;3522.629234;57.39;4.21;0.04949;0.11127;1.37;0.25;1.6;4.8;12.9;1.58;52;0.61;MG;5
ODH-70;189172.0121;8438712.647;3521.37412;55.05;4.51;0.12472;0.12612;1.62;0.25;1.48;6.6;16.6;2;120;0.78;MG;5
ODH-70;189170.751;8438711.511;3519.677064;56.366;5.175;0.1906625;0.0946444;1.305;0.25;2.247;4.592;16.736;1.329;30.492;0.324;MG;5
ODH-70;189169.1876;8438710.103;3517.573421;56.545;4.9;0.155155;0.11389;1.595;0.25;1.66;3.95;18.5;1.56;33.5;0.385;MG;5
ODH-70;189167.6112;8438708.684;3515.4521;53.595;4.32;0.121225;0.14395;1.795;0.975;2.18;4.85;31.1;1.365;89;0.545;MG;5
ODH-70;189166.0347;8438707.265;3513.33078;36.058;3.72;0.110425;0.1528025;3.008;2.05;5.402;12.625;111.25;2.398;260.25;1.01;MG;5
ODH-70;189164.4583;8438705.845;3511.20946;39.975;4;0.11877;0.160725;2.64;2.05;4.65;10.45;87.8;2.65;134.5;0.73;MG;5
ODH-70;189162.8818;8438704.426;3509.088139;45.975;3.13;0.081135;0.135915;2.035;0.875;3.79;7.65;65.95;1.865;153;0.67;MG;5
ODH-70;189161.4105;8438703.101;3507.10824;56.805;2.155;0.06733;0.13022;1.415;0.25;2.225;6.35;25.7;1.07;66;0.415;MG;5
ODH-70;189160.4121;8438702.202;3505.764738;54.64;0.73;0.0124;0.29089;1.77;0.25;1.82;8.3;24.8;1.97;39;0.59;MG;5
ODH-70;189159.4925;8438701.374;3504.527301;24.57;0.86;0.01833;0.22393;4.49;4.8;5.2;12.9;112.4;4.28;152;1.76;SK;6
ODH-70;189158.1525;8438700.167;3502.724178;54.46;5.335;0.25299;0.16166;1.555;0.25;1.27;6.45;29.3;1.15;47.5;0.55;MG;5
ODH-70;189157.0096;8438699.138;3501.186221;45.67;3.9;0.10304;0.18448;2.39;1.1;2.69;8.6;58.3;2.2;76;0.85;MG;5
ODH-70;189153.8173;8438696.264;3496.890547;5.04;0.54;0.04078;0.19387;7.12;5.3;6.16;20.9;222.7;3.26;486;2.89;SK;6
ODH-70;189150.244;8438693.046;3492.082221;54.611;1.177;0.0614428;0.1714602;1.535;0.25;2.447;5.278;26.698;1.324;35.383;0.231;MG;5
ODH-70;189149.1536;8438692.065;3490.614975;38.72;0.37;0.02603;0.22215;2.06;2.3;5;8.5;65.9;3;51;0.71;MG;5
ODH-70;189148.326;8438691.319;3489.501282;19.7;0.73;0.01272;0.18182;3.89;4.2;6.94;9.4;124;4.41;178;1.66;SK;6
ODH-70;189147.0123;8438690.137;3487.733515;56.735;2.265;0.06874;0.150695;1.66;0.25;1.31;5.55;29.95;1.545;51;0.345;MG;5
ODH-70;189145.4621;8438688.741;3485.64755;30.973;0.101;0.0119434;0.2254624;3.732;3.629;3.569;6.928;50.983;4.467;139.552;2.279;SK;6
ODH-70;189144.306;8438687.7;3484.091915;52.79;0.2;0.01195;0.20444;1.83;0.25;2.4;5.2;29.2;2.29;37;0.38;MG;5
ODH-70;189143.4915;8438686.967;3482.995899;45.85;0.16;0.01739;0.24826;2.05;0.7;2.66;7.5;57.5;3.09;104;0.69;MG;5
ODH-70;189142.3355;8438685.926;3481.440264;3.16;0.38;0.02198;0.25769;6.52;7.5;5.17;10.6;407.2;4.3;727;4.76;SK;6
ODH-70;189141.3371;8438685.027;3480.096761;39.07;0.26;0.01217;0.23723;3.18;2.2;2.06;9.4;111.1;3.49;127;1.53;MG;5
ODH-70;189140.4963;8438684.27;3478.965391;7.47;0.3;0.015;0.25522;6.32;8.6;5.78;7.8;258.8;5.67;264;2.18;SK;6
ODH-70;189139.13;8438683.039;3477.126913;45.68;0.91;0.037645;0.22364;1.9;0.475;3.505;6.55;29.55;2.415;50;0.945;MG;5
ODH-70;189137.5536;8438681.62;3475.005593;46.08;3.805;0.098;0.20552;2.035;1.25;3.09;5.8;34.95;2.435;58.5;0.895;MG;5
ODH-70;189136.3712;8438680.555;3473.414602;52.68;3.13;0.03665;0.14603;1.37;0.25;2.59;3.6;30.8;1.51;49;0.43;MG;5
ODH-70;189135.5699;8438679.834;3472.336265;50.09;4.28;0.075;0.15732;1.64;0.25;2.14;3.6;31;2.04;56;0.63;MG;5
ODH-70;189134.7554;8438679.1;3471.240249;42.86;5.59;0.06751;0.18145;2.32;1.6;2.66;5.1;34.8;3.01;59;0.93;MG;5
ODH-70;189132.1542;8438676.758;3467.74007;6.02;1.69;0.07238;0.34393;6.44;10.5;4.96;11.8;385.3;6.04;478;3.81;SK;6
ODH-70;189129.5531;8438674.416;3464.239892;52.81;4.48;0.10689;0.1378;1.75;0.25;1.6;5.8;31.1;2.02;78;0.51;MG;5
ODH-70;189128.3576;8438673.34;3462.631224;51.925;3.025;0.09624;0.103155;1.7;0.25;2.45;4.35;22.7;1.885;52.5;0.81;MG;5
ODH-70;189126.7812;8438671.92;3460.509904;53.698;3.86;0.1061925;0.1043025;1.572;0.25;2.458;4.425;25.475;1.503;71.5;0.592;MG;5
ODH-70;189125.2047;8438670.501;3458.388583;53.445;3.21;0.1018;0.079765;1.27;0.25;2.585;5.15;22.7;1.29;47.5;0.425;MG;5
ODH-70;189123.6283;8438669.082;3456.267263;42.705;3.965;0.12005;0.148575;2.66;1.875;3.72;5.95;46.5;2.36;133.5;1.28;MG;5
ODH-70;189122.0518;8438667.662;3454.145943;53.185;3.895;0.13651;0.126525;1.65;0.25;2.255;5;25.65;1.69;54.5;0.51;MG;5
ODH-70;189120.4754;8438666.243;3452.024622;52.005;4.26;0.188665;0.11962;1.645;0.25;2.395;5.05;28.95;1.715;62;0.6;MG;5
ODH-70;189118.8989;8438664.823;3449.903302;56.935;4.26;0.102065;0.093555;1.225;0.25;2.09;3.75;13.05;1.08;60;0.335;MG;5
ODH-70;189117.3225;8438663.404;3447.781982;58.685;5.465;0.094315;0.10233;1.115;0.25;2.075;6.7;21.15;1.005;58.5;0.225;MG;5
ODH-70;189115.746;8438661.984;3445.660661;59.31;4.13;0.14721;0.08143;1.08;0.25;2.375;4.9;21.35;0.89;64.5;0.23;MG;5
ODH-70;189114.1696;8438660.565;3443.539341;57.43;2.97;0.136865;0.07137;1.15;0.25;2.865;3.45;21.95;0.925;46;0.22;MG;5
