DDH;From;To;Fe;S;Cu;MET Total;Litologia;AI;DG;;;
ODH-05;96;97.5;57.43;0.78;0.17059;797.6;MG;1.5;;;;
ODH-05;97.5;99;62.21;1.78;0.10624;914.2;MG;1.5;;;;
ODH-05;99;100.5;63.07;4.45;0.16151;865.6;MG;1.5;;;;
ODH-05;100.5;102;64.12;3.57;0.23022;731.1;MG;1.5;;;;
ODH-05;102;103.5;63.14;4.54;0.23881;641.7;MG;1.5;;;;
ODH-05;103.5;105;63.84;4.53;0.32933;727.3;MG;1.5;;;;
ODH-05;105;106.5;57.29;4.55;0.24286;930.8;MG;1.5;;;;
ODH-05;106.5;108;56.23;5.51;0.33114;1204.7;INT;1.5;;;;
ODH-05;108;109.5;19.34;0.91;0.05339;3221.7;INT;1.5;;;;
ODH-05;109.5;130.65;-1;-1;-1;-1;INT;21.15;;;;
ODH-06;0;0.6;-1;-1;-1;-1;SL;0.6;;;;
ODH-06;0.6;1.7;48.84;0.02;0.01987;1594.1;SL;1.1;;;;
ODH-06;1.7;3.1;56.76;0.01;0.0274;1539.9;SL;1.4;;;;
ODH-06;3.1;4.65;14.98;0.2501;0.01325;3601.6;SL;1.55;;;;
ODH-06;4.65;6.15;57.5;0.01;0.03039;2595.5;SL;1.5;;;;
ODH-06;6.15;7.65;64.6;0.01;0.01965;1914.8;SL;1.5;;;;
ODH-06;7.65;8.95;65.79;0.01;0.01591;2763.7;SL;1.3;;;;
ODH-06;8.95;10.4;65.11;0.01;0.03344;4127.4;SL;1.45;;;;
ODH-06;10.4;11.9;29.13;0.01;0.01375;2849.3;SL;1.5;;;;
ODH-06;11.9;13.4;22.66;0.01;0.01224;2564.9;SL;1.5;;;;
ODH-06;13.4;15.5;29.33;0.02;0.15663;2180.6;SL;2.1;;;;
ODH-06;15.5;17;63.2;0.02;0.02922;873.9;MG;1.5;;;;
ODH-06;17;18.5;62.26;0.1;0.05402;804.3;MG;1.5;;;;
ODH-06;18.5;20;64.94;0.03;0.04812;528.9;MG;1.5;;;;
ODH-06;20;21.5;67.04;0.03;0.02558;378.8;MG;1.5;;;;
ODH-06;21.5;23;67.84;0.03;0.00872;426;MG;1.5;;;;
ODH-06;23;24.5;67.05;0.03;0.01009;484.5;MG;1.5;;;;
ODH-06;24.5;26;67.93;0.02;0.00642;325.6;MG;1.5;;;;
ODH-06;26;27.5;65.88;0.02;0.01131;408.3;MG;1.5;;;;
ODH-06;27.5;29;65.99;0.02;0.01394;387.2;MG;1.5;;;;
ODH-06;29;30.5;64.93;0.07;0.04785;324.5;MG;1.5;;;;
ODH-06;30.5;32;63.47;0.03;0.03158;309.5;MG;1.5;;;;
ODH-06;32;33.5;65.16;0.02;0.01263;307.4;MG;1.5;;;;
ODH-06;33.5;35;64.66;0.02;0.01297;481.2;MG;1.5;;;;
ODH-06;35;36.5;64.3;0.02;0.00869;304.3;MG;1.5;;;;
ODH-06;36.5;38;62.87;0.04;0.01989;341.6;MG;1.5;;;;
ODH-06;38;39.5;62.89;0.05;0.04033;347.1;MG;1.5;;;;
ODH-06;39.5;41;59.82;0.04;0.02937;300.1;MG;1.5;;;;
ODH-06;41;42.5;62.77;0.05;0.02636;314.6;MG;1.5;;;;
ODH-06;42.5;44;64.6;0.02;0.00723;239;MG;1.5;;;;
ODH-06;44;45.5;60.68;0.03;0.01275;358.3;MG;1.5;;;;
ODH-06;45.5;47;61.8;0.05;0.07045;341.5;MG;1.5;;;;
ODH-06;47;48.5;64.82;0.06;0.06087;262.9;MG;1.5;;;;
ODH-06;48.5;50;60.73;0.06;0.03583;296.7;MG;1.5;;;;
ODH-06;50;51.5;63.74;0.19;0.08863;326.4;MG;1.5;;;;
ODH-06;51.5;53;64.49;0.18;0.06935;343.3;MG;1.5;;;;
ODH-06;53;54.5;60.06;0.18;0.08898;405.5;MG;1.5;;;;
ODH-06;54.5;56;62.48;0.85;0.06282;427.4;MG;1.5;;;;
ODH-06;56;57.5;62.97;0.54;0.02008;396.6;MG;1.5;;;;
ODH-06;57.5;59;59.56;0.27;0.04131;822.4;MG;1.5;;;;
ODH-06;59;60.5;57.22;0.4;0.05963;739.4;MG;1.5;;;;
ODH-06;60.5;62;62.28;0.43;0.05774;427.8;MG;1.5;;;;
ODH-06;62;64.2;19.39;0.62;0.61199;2886.7;MG;2.2;;;;
ODH-06;64.2;65.5;50.52;0.6;0.09522;1590.8;MG;1.3;;;;
ODH-06;65.5;67.2;31.51;0.76;0.11449;2584;MG;1.7;;;;
ODH-06;67.2;68.7;49.51;0.78;0.10497;1338.2;MG;1.5;;;;
ODH-06;68.7;70.2;26.52;1.19;0.378;2458.4;MG;1.5;;;;
ODH-06;70.2;71.7;61.48;1.97;0.05796;624;MG;1.5;;;;
ODH-06;71.7;73.2;59.68;1.44;0.07541;755.9;MG;1.5;;;;
ODH-06;73.2;74.7;58.91;3.47;0.09793;783.5;MG;1.5;;;;
ODH-06;74.7;76.2;49.54;2.08;0.0907;1175.6;MG;1.5;;;;
ODH-06;76.2;77.7;58.5;0.71;0.04932;549.2;MG;1.5;;;;
ODH-06;77.7;79.2;63.32;1.76;0.01712;505.5;MG;1.5;;;;
ODH-06;79.2;80.7;65.07;3.22;0.01933;467.5;MG;1.5;;;;
ODH-06;80.7;82.2;63.9;2.67;0.08926;452.4;MG;1.5;;;;
ODH-06;82.2;83.7;63.06;3.08;0.08806;515.2;MG;1.5;;;;
ODH-06;83.7;85.2;60.56;3.72;0.07544;556.1;MG;1.5;;;;
ODH-06;85.2;86.7;62.07;0.8;0.03034;450.2;MG;1.5;;;;
ODH-06;86.7;88.2;63.45;0.78;0.0375;288.4;MG;1.5;;;;
ODH-06;88.2;89.7;58.43;3.33;0.12221;897.8;MG;1.5;;;;
ODH-06;89.7;91.2;54;4.09;0.11971;460.6;MG;1.5;;;;
ODH-06;91.2;92.7;53.67;3.87;0.11399;649.7;MG;1.5;;;;
ODH-06;92.7;94.2;41.3;2.34;0.13587;455.4;MG;1.5;;;;
ODH-06;94.2;95.7;27.15;2.83;0.2184;570;MG;1.5;;;;
ODH-06;95.7;97.2;16.98;3.97;0.23507;809.6;MG;1.5;;;;
ODH-06;97.2;98.7;10.91;1.65;0.31654;737.7;MG;1.5;;;;
ODH-06;98.7;100.2;6.33;4.42;0.23643;994.5;MG;1.5;;;;
ODH-06;100.2;102.2;39.48;3.51;0.1511;2269.3;MG;2;;;;
ODH-06;102.2;103.7;46.6;3.3;0.07791;989.6;MG;1.5;;;;
ODH-06;103.7;105.2;49.63;4.36;0.08492;873.2;MG;1.5;;;;
ODH-06;105.2;106.7;53.58;4.12;0.11956;772.3;MG;1.5;;;;
ODH-06;106.7;108.2;57.32;3.79;0.13633;863.5;MG;1.5;;;;
ODH-06;108.2;109.5;49.58;1.19;0.03521;1122.8;MG;1.3;;;;
ODH-06;109.5;112.1;4.6;1.63;0.00354;1550.4;FLL;2.6;;;;
ODH-06;112.1;114.7;9.56;4.68;0.01953;1359.2;INT;2.6;;;;
ODH-06;114.7;116.2;30;16.6;0.08205;862.1;INT;1.5;;;;
ODH-06;116.2;117.7;30;22.3;0.04275;1771.6;INT;1.5;;;;
ODH-06;117.7;119.2;10.37;8.94;0.01763;1483.1;INT;1.5;;;;
ODH-06;119.2;120.7;13.63;13;0.02445;1228.9;INT;1.5;;;;
ODH-06;120.7;122.2;12.48;7.78;0.01884;1663.8;INT;1.5;;;;
ODH-06;122.2;125;19.81;11.2;0.02714;1743;INT;2.8;;;;
ODH-07;0;1.5;60.11;0.13;0.13971;1419.2;SL;1.5;;;;
ODH-07;1.5;3;66.13;0.04;0.02047;1014.3;MG;1.5;;;;
ODH-07;3;4.5;66.965;0.045;0.010805;811.45;MG;1.5;;;;
ODH-07;4.5;6;66.32;0.11;0.00554;912.9;MG;1.5;;;;
ODH-07;6;7.5;68.49;0.08;0.00324;826.2;MG;1.5;;;;
ODH-07;7.5;9;67.24;0.15;0.005;751.6;MG;1.5;;;;
ODH-07;9;10.5;68.96;0.08;0.00492;759.9;MG;1.5;;;;
ODH-07;10.5;12;65.15;0.04;0.0518;787.4;MG;1.5;;;;
ODH-07;12;13.5;56.64;0.83;0.4845;835.6;MG;1.5;;;;
ODH-07;13.5;15;64.03;1.43;0.21373;838.1;MG;1.5;;;;
ODH-07;15;16.5;62.2;2.98;0.48249;1045.7;MG;1.5;;;;
ODH-07;16.5;18;63.83;0.04;0.06487;737;MG;1.5;;;;
ODH-07;18;19.5;64.74;0.03;0.07126;819.8;MG;1.5;;;;
ODH-07;19.5;21;64.19;0.02;0.05549;847.7;MG;1.5;;;;
ODH-07;21;22.5;58.17;0.02;0.05532;1405.5;MG;1.5;;;;
ODH-07;22.5;24;53.75;0.02;0.05918;1141.2;MG;1.5;;;;
ODH-07;24;25.5;57.98;0.02;0.07897;1228.2;MG;1.5;;;;
ODH-07;25.5;27;54.83;0.06;0.49196;1308.7;MG;1.5;;;;
ODH-07;27;28.5;54.57;0.02;0.87461;1910.9;MG;1.5;;;;
ODH-07;28.5;30;62.71;0.01;0.32124;1683.8;MG;1.5;;;;
ODH-07;30;31.5;57.85;0.03;0.15512;1522.1;MG;1.5;;;;
ODH-07;31.5;33;58.91;0.02;0.0883;1369.8;MG;1.5;;;;
ODH-07;33;34.5;61.04;0.02;0.12015;1246.6;MG;1.5;;;;
ODH-07;34.5;36;45.75;0.02;0.17824;2114.7;MG;1.5;;;;
ODH-07;36;37.5;60.21;0.06;0.11264;1283.4;MG;1.5;;;;
ODH-07;37.5;39;51.2;1.94;0.14883;1061.3;INT;1.5;;;;
ODH-07;39;42.5;16.45;0.59;0.026;3320;INT;3.5;;;;
ODH-07;42.5;46;5.53;0.09;0.02664;3130.6;INT;3.5;;;;
ODH-07;46;47.4;56.93;0.55;0.09694;1265.4;INT;1.4;;;;
ODH-07;47.4;50;6.18;0.33;0.02211;3939.2;INT;2.6;;;;
ODH-07;50;51.5;59.47;0.09;0.03662;1107.4;MG;1.5;;;;
ODH-07;51.5;53;63.14;0.66;0.04454;708.7;MG;1.5;;;;
ODH-07;53;54.5;64.55;0.66;0.04966;618.4;MG;1.5;;;;
ODH-07;54.5;56;56.95;1.88;0.07952;1074.3;MG;1.5;;;;
ODH-07;56;57.5;62.16;0.83;0.06906;845.9;MG;1.5;;;;
ODH-07;57.5;59;63.7;0.4;0.04676;756.4;MG;1.5;;;;
ODH-07;59;60.5;65.44;0.73;0.05675;777;MG;1.5;;;;
ODH-07;60.5;62;64.24;2.97;0.06163;744.5;MG;1.5;;;;
ODH-07;62;63.5;64.04;2.84;0.08227;817.5;MG;1.5;;;;
ODH-07;63.5;65;57.36;2.14;0.08216;1287.6;MG;1.5;;;;
ODH-07;65;66.5;63.51;3.79;0.14028;941.2;MG;1.5;;;;
ODH-07;66.5;68;61.61;3.79;0.07753;994.3;MG;1.5;;;;
ODH-07;68;69.5;47.84;2.74;0.09385;1404.7;MG;1.5;;;;
ODH-07;69.5;71;53.98;4.65;0.0131;878.4;MG;1.5;;;;
ODH-07;71;72.5;7.06;0.38;0.00523;2298.3;MG;1.5;;;;
ODH-07;72.5;74;27.56;1.71;0.03326;1912.1;MG;1.5;;;;
ODH-07;74;75.5;31.4;2.32;0.13939;2173.3;MG;1.5;;;;
ODH-07;75.5;77;50.37;5.69;0.04927;1712.1;MG;1.5;;;;
ODH-07;77;78.5;57.91;3.17;0.01026;1037.1;MG;1.5;;;;
ODH-07;78.5;80;54.6;3.43;0.11154;1402.8;MG;1.5;;;;
ODH-07;80;81.5;55.75;3.17;0.28328;1101.6;MG;1.5;;;;
ODH-07;81.5;83.6;39.64;2.41;0.36399;1476.3;MG;2.1;;;;
ODH-07;83.6;89;2.62;0.21;0.00364;2984;MG;5.4;;;;
ODH-07;89;94.3;5.75;4.09;0.00663;2990.7;MG;5.3;;;;
ODH-07;94.3;95.8;39.07;1.51;0.05491;1638.1;MG;1.5;;;;
ODH-07;95.8;97.3;8.93;1.42;0.04644;3553.6;MG;1.5;;;;
ODH-07;97.3;99.3;49.33;3.89;0.11874;1572.6;MG;2;;;;
ODH-07;99.3;100.8;10.05;0.59;0.0625;3084.8;MG;1.5;;;;
ODH-07;100.8;102.3;22.95;1.32;0.0219;2352.9;MG;1.5;;;;
ODH-07;102.3;103.8;32.69;4.16;0.13096;1924.3;MG;1.5;;;;
ODH-07;103.8;105.3;13.75;1.58;0.04604;2695.1;MG;1.5;;;;
ODH-07;105.3;106.87;29.13;3.15;0.09531;2052.6;MG;1.57;;;;
ODH-07;106.87;108.37;34.96;3.08;0.09457;1886.8;MG;1.5;;;;
ODH-07;108.37;110.5;23.75;1.72;0.05102;2359.1;MG;2.13;;;;
ODH-07;110.5;113.5;7.1;0.21;0.02289;2097.9;MG;3;;;;
ODH-07;113.5;115;39.59;2.41;0.08666;1790.9;MG;1.5;;;;
ODH-07;115;116.5;19.31;1.04;0.05557;2730.4;MG;1.5;;;;
ODH-07;116.5;120.1;10.63;0.55;0.02324;2503.6;MG;3.6;;;;
ODH-07;120.1;121.1;39.04;1.63;0.05593;1749.7;MG;1;;;;
ODH-07;121.1;123.25;30.89;1.12;0.05273;2203.6;MG;2.15;;;;
ODH-07;123.25;126.5;3.74;0.23;0.01492;3747.9;MG;3.25;;;;
ODH-07;126.5;128;40.56;3.54;0.09011;1874.2;MG;1.5;;;;
ODH-07;128;129.5;53.21;3.43;0.08614;1283.6;MG;1.5;;;;
ODH-07;129.5;131;54.97;3.35;0.09655;1058.9;MG;1.5;;;;
ODH-07;131;132.5;51.64;3.18;0.08695;1052.2;MG;1.5;;;;
ODH-07;132.5;134;38.45;2.8;0.07821;1411.8;MG;1.5;;;;
ODH-07;134;135.5;46.99;3.26;0.0942;1500.6;MG;1.5;;;;
ODH-07;135.5;137;29.12;2.75;0.06857;1752.8;MG;1.5;;;;
ODH-07;137;138.5;45.08;3.91;0.0979;1264;MG;1.5;;;;
ODH-07;138.5;140;56.87;4.37;0.131;966;MG;1.5;;;;
ODH-07;140;141.5;56.28;4.4;0.12385;987.5;MG;1.5;;;;
ODH-07;141.5;143;56.98;4.26;0.10898;825.4;MG;1.5;;;;
ODH-07;143;144.5;60.64;4.77;0.13776;837.2;MG;1.5;;;;
ODH-07;144.5;146;60.42;3.69;0.11953;792.3;MG;1.5;;;;
ODH-07;146;147.5;63.5;4.8;0.1198;1036.3;MG;1.5;;;;
ODH-07;147.5;149;61.93;3.99;0.15595;977;MG;1.5;;;;
ODH-07;149;150.5;61.44;3.86;0.11242;890.9;MG;1.5;;;;
ODH-07;150.5;152.35;57.2;2.65;0.06975;1152.6;MG;1.85;;;;
ODH-07;152.35;153.1;6.83;0.54;0.02866;3507.3;INT;0.75;;;;
ODH-07;153.1;161.85;9.68;1.93;0.06025;3080.2;INT;8.75;;;;
ODH-07;161.85;166.6;13.04;1.44;0.06903;2658;INT;4.75;;;;
ODH-07;166.6;171;21.99;2.57;0.04646;2235;INT;4.4;;;;
ODH-07;171;177;-1;-1;-1;-1;INT;6;;;;
ODH-08;0;5.3;-1;-1;-1;-1;SL;5.3;;;;
ODH-08;5.3;6.8;60.87;0.05;0.07405;1110.2;MG;1.5;;;;
ODH-08;6.8;8.3;63.03;0.01;0.07462;737.9;MG;1.5;;;;
ODH-08;8.3;9.8;62.03;0.005;0.08534;864.3;MG;1.5;;;;
ODH-08;9.8;11.3;63.76;0.005;0.09353;887.3;MG;1.5;;;;
ODH-08;11.3;12.8;63.15;0.01;0.07602;693.8;MG;1.5;;;;
ODH-08;12.8;14.3;61.76;0.01;0.05446;901.8;MG;1.5;;;;
ODH-08;14.3;15.8;59.1;0.005;0.06319;852.3;MG;1.5;;;;
ODH-08;15.8;17.3;53.6;0.01;0.04108;1126.6;MG;1.5;;;;
ODH-08;17.3;18.8;59.81;0.005;0.0456;1191.1;MG;1.5;;;;
ODH-08;18.8;20.3;60.53;0.01;0.28801;1081.2;MG;1.5;;;;
ODH-08;20.3;21.8;58.66;0.01;0.36614;1021.5;MG;1.5;;;;
ODH-08;21.8;23.3;57.84;0.31;0.22511;1306.7;MG;1.5;;;;
ODH-08;23.3;24.8;63.4;0.01;0.06421;936.1;MG;1.5;;;;
ODH-08;24.8;26.3;59.96;0.005;0.08415;1114.3;MG;1.5;;;;
ODH-08;26.3;27.8;58.04;0.01;0.18841;1477.1;MG;1.5;;;;
ODH-08;27.8;29.3;50.99;0.005;0.34373;1732.1;MG;1.5;;;;
ODH-08;29.3;30.8;57.48;0.01;0.12558;1162.7;MG;1.5;;;;
ODH-08;30.8;32.3;51.76;0.03;0.24377;1295.9;MG;1.5;;;;
ODH-08;32.3;33.9;59.46;0.08;0.09081;978.8;MG;1.6;;;;
ODH-08;33.9;36.2;8.03;0.05;0.09143;2873.6;MG;2.3;;;;
ODH-08;36.2;37.8;53.75;0.04;0.15101;1076.8;MG;1.6;;;;
ODH-08;37.8;39.7;5.54;0.65;0.01431;3329.2;MG;1.9;;;;
ODH-08;39.7;41.2;59.58;0.31;0.06095;957.2;MG;1.5;;;;
ODH-08;41.2;42.7;62.33;0.33;0.05718;788.1;MG;1.5;;;;
ODH-08;42.7;43.7;59.18;0.27;0.05364;1034.8;MG;1;;;;
ODH-08;43.7;45.2;29.01;0.91;0.11282;3206.5;MG;1.5;;;;
ODH-08;45.2;47.2;14.38;1.25;0.0445;3597.7;MG;2;;;;
ODH-08;47.2;48.7;43.82;0.06;0.06966;1645;MG;1.5;;;;
ODH-08;48.7;52.65;5.73;0.09;0.02069;3803.7;SK;3.95;;;;
ODH-08;52.65;56.6;5.49;0.01;0.07016;4081;SK;3.95;;;;
ODH-08;56.6;58.1;59.61;0.29;0.07079;987.9;MG;1.5;;;;
ODH-08;58.1;59.6;59.43;1.22;0.13636;961;MG;1.5;;;;
ODH-08;59.6;61.1;62.64;0.16;0.05659;653.5;MG;1.5;;;;
ODH-08;61.1;62.6;56.93;0.91;0.1382;1036.3;MG;1.5;;;;
ODH-08;62.6;64.1;56.99;0.1;0.1025;1112.2;MG;1.5;;;;
ODH-08;64.1;65.6;57.48;0.22;0.13203;947.4;MG;1.5;;;;
ODH-08;65.6;67.2;60.33;0.05;0.09367;1086.5;MG;1.6;;;;
ODH-08;67.2;70.64;4.69;0.35;0.04671;4298.7;INT;3.44;;;;
ODH-08;70.64;72.14;51.51;4.67;0.10493;1189.4;MG;1.5;;;;
ODH-08;72.14;73.64;55.72;4.48;0.15469;1210.5;MG;1.5;;;;
ODH-08;73.64;75.14;31.15;1.86;0.06879;2760.4;MG;1.5;;;;
ODH-08;75.14;76.64;43.16;3.61;0.0966;1702.9;MG;1.5;;;;
ODH-08;76.64;78.14;51.58;4.64;0.11323;1444.6;MG;1.5;;;;
ODH-08;78.14;79.64;21.06;1.08;0.04076;2509.1;MG;1.5;;;;
ODH-08;79.64;81.14;57.86;2;0.03812;1222.1;MG;1.5;;;;
ODH-08;81.14;82.64;58.52;2.36;0.06923;1145.9;MG;1.5;;;;
ODH-08;82.64;84.14;44.36;3.67;0.13005;2003.4;MG;1.5;;;;
ODH-08;84.14;85.64;50.39;4.07;0.15347;1926.7;MG;1.5;;;;
ODH-08;85.64;87.14;62.7;4.29;0.144;1108.1;MG;1.5;;;;
ODH-08;87.14;88.64;62.45;4.17;0.14502;1052.8;MG;1.5;;;;
ODH-08;88.64;90.14;50.36;2.93;0.12059;1463.1;MG;1.5;;;;
ODH-08;90.14;91.64;57.47;3.91;0.14491;1178.5;MG;1.5;;;;
ODH-08;91.64;93.14;59.38;3.71;0.1461;1194.9;MG;1.5;;;;
ODH-08;93.14;94.64;37.51;3.22;0.11139;2163.2;MG;1.5;;;;
ODH-08;94.64;96.14;46.38;5.21;0.16286;2367.3;MG;1.5;;;;
ODH-08;96.14;97.64;57.88;4.75;0.16063;1396.1;MG;1.5;;;;
ODH-08;97.64;99.14;52.84;2.78;0.10048;1676.6;MG;1.5;;;;
ODH-08;99.14;100.64;48.9;4.63;0.14604;1846.6;MG;1.5;;;;
ODH-08;100.64;102.14;60.69;4.12;0.12686;1022.3;MG;1.5;;;;
ODH-08;102.14;103.64;50.4;3.09;0.0931;1831.3;MG;1.5;;;;
ODH-08;103.64;105.14;50.98;3.97;0.12545;1779.4;MG;1.5;;;;
ODH-08;105.14;106.64;55.03;3.17;0.12226;1330.6;MG;1.5;;;;
ODH-08;106.64;108.14;25.05;2.06;0.03151;3268.6;MG;1.5;;;;
ODH-08;108.14;109.64;50.8;3.83;0.10909;1428.3;MG;1.5;;;;
ODH-08;109.64;111.14;52.21;4.96;0.11952;2571.9;MG;1.5;;;;
ODH-08;111.14;112.64;51.79;4.52;0.13392;1233.3;MG;1.5;;;;
ODH-08;112.64;114.14;55.02;4.4;0.1175;1173.9;MG;1.5;;;;
ODH-08;114.14;115.64;25.55;1.6;0.05689;2590.4;MG;1.5;;;;
ODH-08;115.64;117.14;10.7;1.07;0.03947;2519.5;MG;1.5;;;;
ODH-08;117.14;118.64;11.98;1.19;0.03413;2376.3;MG;1.5;;;;
ODH-08;118.64;120.14;47.07;3.01;0.11046;1205.3;FLL;1.5;;;;
ODH-08;120.14;122.3;15.32;1.16;0.03137;3931.4;INT;2.16;;;;
ODH-08;122.3;178.9;-1;-1;-1;-1;INT;56.6;;;;
ODH-09;0;2.5;-1;-1;-1;-1;SL;2.5;;;;
ODH-09;2.5;4.5;43.41;0.03;0.0731;1818.8;SL;2;;;;
ODH-09;4.5;6.5;21.23;0.01;0.1;2876.5;SL;2;;;;
ODH-09;6.5;8;56.95;0.02;0.09706;839.3;MG;1.5;;;;
ODH-09;8;9.5;57.1;0.04;0.14533;948.5;MG;1.5;;;;
ODH-09;9.5;11;54.77;0.05;0.14049;1314.2;MG;1.5;;;;
ODH-09;11;12.5;62.37;0.1;0.03134;632.6;MG;1.5;;;;
ODH-09;12.5;14;62.68;0.05;0.01804;455.9;MG;1.5;;;;
ODH-09;14;15.5;63.74;0.03;0.10383;544.8;MG;1.5;;;;
ODH-09;15.5;17;63.86;0.01;0.02378;503.4;MG;1.5;;;;
ODH-09;17;18.5;62.3;0.16;0.04564;603.5;MG;1.5;;;;
ODH-09;18.5;20;63.39;0.12;0.02862;496.8;MG;1.5;;;;
ODH-09;20;21.5;53.46;0.04;0.15649;1151.8;MG;1.5;;;;
ODH-09;21.5;23;57.49;0.21;0.17101;943.5;MG;1.5;;;;
ODH-09;23;24.5;62.61;0.15;0.0901;849;MG;1.5;;;;
ODH-09;24.5;26;64.4;0.09;0.04128;659.4;MG;1.5;;;;
ODH-09;26;27.5;59.59;0.16;0.08872;873.5;MG;1.5;;;;
ODH-09;27.5;28;61.3;0.23;0.07941;747.6;MG;0.5;;;;
ODH-09;28;30.5;63.1;0.05;0.05044;472.6;MG;2.5;;;;
ODH-09;30.5;32;61.63;0.05;0.09358;805.1;MG;1.5;;;;
ODH-09;32;33.5;64.34;0.08;0.06143;510.7;MG;1.5;;;;
ODH-09;33.5;35;60.57;0.14;0.0888;578.4;MG;1.5;;;;
ODH-09;35;36.5;60.53;1.31;0.22175;418;MG;1.5;;;;
ODH-09;36.5;38;57.47;3.81;0.74997;617.7;MG;1.5;;;;
ODH-09;38;39.5;60.69;2.71;0.06422;817.3;MG;1.5;;;;
ODH-09;39.5;41;57.44;3.3;0.02452;1143.8;MG;1.5;;;;
ODH-09;41;42.5;49.92;3.17;0.11945;1608.2;MG;1.5;;;;
ODH-09;42.5;44;52.72;3.12;0.09271;1351.9;MG;1.5;;;;
ODH-09;44;45.5;53.77;3.86;0.10365;1229.8;MG;1.5;;;;
ODH-09;45.5;47;50.2;2.62;0.07573;1572.8;MG;1.5;;;;
ODH-09;47;48.5;57.06;4.09;0.10528;1061.2;MG;1.5;;;;
ODH-09;48.5;50;54.48;2.84;0.04947;1204.7;MG;1.5;;;;
ODH-09;50;52.3;49.74;3.54;0.09618;1495.5;MG;2.3;;;;
ODH-09;52.3;53.8;6.81;1.59;0.0665;3878.1;MG;1.5;;;;
ODH-09;53.8;55.3;52.86;4.01;0.1113;1290.9;MG;1.5;;;;
ODH-09;55.3;56.8;43.5;4.07;0.09879;1592.4;MG;1.5;;;;
ODH-09;56.8;58.3;44.52;3.42;0.09732;1663.3;MG;1.5;;;;
ODH-09;58.3;59.8;36.45;3.15;0.09053;1617.7;INT;1.5;;;;
ODH-09;59.8;61.3;38.6;2.58;0.06924;1399;INT;1.5;;;;
ODH-09;61.3;62.8;36.46;2.87;0.06492;1752.9;INT;1.5;;;;
ODH-09;62.8;64.3;45.81;4.41;0.16085;1248.7;MG;1.5;;;;
ODH-09;64.3;65.8;45.43;4.11;0.1334;1107.9;MG;1.5;;;;
ODH-09;65.8;67.3;30.51;3;0.0868;1282;MG;1.5;;;;
ODH-09;67.3;68.8;39.24;4.58;0.08036;1377.5;MG;1.5;;;;
ODH-09;68.8;71;31.67;1.28;0.05288;1192.3;MG;2.2;;;;
ODH-09;71;73;7.43;0.15;0.00715;2150.1;INT;2;;;;
ODH-09;73;75;10.41;0.19;0.00602;2991.9;INT;2;;;;
ODH-09;75;88.25;-1;-1;-1;-1;INT;13.25;;;;
ODH-10;0;1.8;48.76;0.04;0.05553;1805;SL;1.8;;;;
ODH-10;1.8;3.3;53.86;0.05;0.05386;1552;SL;1.5;;;;
ODH-10;3.3;4.8;58.94;0.03;0.05833;1167.5;SL;1.5;;;;
ODH-10;4.8;6.7;37.43;0.01;0.09344;2151.9;SL;1.9;;;;
ODH-10;6.7;8.2;56.98;0.06;0.1002;1040.4;SL;1.5;;;;
ODH-10;8.2;9.7;61.99;0.02;0.08721;884.3;MG;1.5;;;;
ODH-10;9.7;11.2;62.22;0.07;0.09428;869.4;MG;1.5;;;;
ODH-10;11.2;12.7;64.47;0.12;0.05926;698.6;MG;1.5;;;;
ODH-10;12.7;14.2;62.8;0.07;0.03738;767.7;MG;1.5;;;;
ODH-10;14.2;15.7;63.53;0.15;0.02259;773.1;MG;1.5;;;;
ODH-10;15.7;17.2;64.46;0.1;0.01699;716.3;MG;1.5;;;;
ODH-10;17.2;18.7;58.87;0.23;0.05159;1075;MG;1.5;;;;
ODH-10;18.7;20.02;64.88;0.04;0.03919;724.6;MG;1.32;;;;
ODH-10;20.02;21.7;65.42;0.05;0.03641;775.4;MG;1.68;;;;
ODH-10;21.7;23.2;65.27;0.04;0.03051;740.1;MG;1.5;;;;
ODH-10;23.2;24.7;62.55;0.03;0.11008;812.3;MG;1.5;;;;
ODH-10;24.7;26.2;61.57;0.03;0.13867;754.9;MG;1.5;;;;
ODH-10;26.2;27.7;60.64;0.01;0.18095;922.6;MG;1.5;;;;
ODH-10;27.7;29.2;64.72;0.01;0.06928;751.2;MG;1.5;;;;
ODH-10;29.2;30.7;66.53;0.01;0.04432;554.4;MG;1.5;;;;
ODH-10;30.7;32.2;66.14;0.01;0.03079;706.3;MG;1.5;;;;
ODH-10;32.2;33.7;62.07;0.01;0.05725;706.1;MG;1.5;;;;
ODH-10;33.7;35.2;65.57;0.02;0.07268;912.7;MG;1.5;;;;
ODH-10;35.2;36.7;53.19;0.01;0.10907;1009.3;MG;1.5;;;;
ODH-10;36.7;38.2;50.79;0.02;0.12035;1403.2;SK;1.5;;;;
ODH-10;38.2;39.7;41.67;0.005;0.11223;1674.7;SK;1.5;;;;
ODH-10;39.7;41.2;52.74;0.02;0.07791;1366.9;SK;1.5;;;;
ODH-10;41.2;42.7;62.71;0.07;0.06205;792.8;MG;1.5;;;;
ODH-10;42.7;44.2;61.95;0.1;0.0538;1271.6;MG;1.5;;;;
ODH-10;44.2;45.7;61.46;0.12;0.06021;1032.1;MG;1.5;;;;
ODH-10;45.7;47.2;60.04;0.07;0.04711;1170;MG;1.5;;;;
ODH-10;47.2;48.7;60.91;0.05;0.05994;1071.7;MG;1.5;;;;
